State,County,Cluster,Name of organization,Acronym,Type,Reporting Month
Unity,Pariang,Nutrition,International Rescue Committee,IRC,INGO,Feb-25
Unity,Pariang,Protection,Group 4 Securicor,G4S,INGO,Feb-25
Unity,Pariang,Protection,Integrated Humanitarian Aid,IHA,NNGO,Feb-25
Unity,Pariang,Protection,International Rescue Committee,IRC,INGO,Feb-25
Unity,Pariang,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Unity,Pariang,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Unity,Pariang,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Pariang,WASH,Universal Intervention and Development Organization,UNIDOR,NNGO,Feb-25
Unity,Rubkona,CCCM,Danish Refugee Council,DRC,INGO,Feb-25
Unity,Rubkona,CCCM,International Organization for Migration,IOM,UN,Feb-25
Unity,Rubkona,Education,Health Education & Relief Organization,HERO,NNGO,Feb-25
Unity,Rubkona,FSL,Compassionate Institute for Street Children,CIS,NNGO,Feb-25
Unity,Rubkona,FSL,Crisis Resilience Initiative,CRI,NNGO,Feb-25
Unity,Rubkona,FSL,Child Relief and Support Fund,CRSF,NNGO,Feb-25
Unity,Rubkona,FSL,International Rescue Committee,IRC,INGO,Feb-25
Unity,Rubkona,FSL,Vétérinaires Sans Frontières - Switzerland,VSF-S,INGO,Feb-25
Unity,Rubkona,FSL,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Rubkona,FSL,World Food Programme,WFP,UN,Feb-25
Unity,Rubkona,FSL,Welthungerhilfe,WHH,INGO,Feb-25
Unity,Rubkona,Health,Coalition for Humanity South Sudan,CHSS,NNGO,Feb-25
Unity,Rubkona,Health,Compassionate Institute for Street Children,CIS,NNGO,Feb-25
Unity,Rubkona,Health,Child Relief and Support Fund,CRSF,NNGO,Feb-25
Unity,Rubkona,Health,International Organization for Migration,IOM,UN,Feb-25
Unity,Rubkona,Health,International Rescue Committee,IRC,INGO,Feb-25
Unity,Rubkona,Health,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Rubkona,Health,World Relief,WR,INGO,Feb-25
Unity,Rubkona,Logistics,International Organization for Migration,IOM,UN,Feb-25
Unity,Rubkona,Logistics,World Food Programme,WFP,UN,Feb-25
Unity,Rubkona,Nutrition,CARE International,CARE,INGO,Feb-25
Unity,Rubkona,Nutrition,Universal Intervention and Development Organization,UNIDOR,NNGO,Feb-25
Unity,Rubkona,Nutrition,World Relief,WR,INGO,Feb-25
Unity,Rubkona,Protection,Crisis Resilience Initiative,CRI,NNGO,Feb-25
Unity,Rubkona,Protection,Child Relief and Support Fund,CRSF,NNGO,Feb-25
Unity,Rubkona,Protection,Group 4 Securicor,G4S,INGO,Feb-25
Unity,Rubkona,Protection,Hope Restoration South Sudan,HRSS,NNGO,Feb-25
Unity,Rubkona,Protection,International Rescue Committee,IRC,INGO,Feb-25
Unity,Rubkona,Protection,Nonviolent Peaceforce,NP,INGO,Feb-25
Unity,Rubkona,Protection,Plan International,Plan,INGO,Feb-25
Unity,Rubkona,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Unity,Rubkona,Protection,Universal Intervention and Development Organization,UNIDOR,NNGO,Feb-25
Unity,Rubkona,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Unity,Rubkona,Protection,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Unity,Rubkona,SNFI,International Organization for Migration,IOM,UN,Feb-25
Unity,Rubkona,WASH,Africa Development Aid,ADA,NNGO,Feb-25
Unity,Rubkona,WASH,Concern Worldwide,Concern worldwide,INGO,Feb-25
Unity,Rubkona,WASH,Child Relief and Support Fund,CRSF,NNGO,Feb-25
Unity,Rubkona,WASH,Health Education & Relief Organization,HERO,NNGO,Feb-25
Unity,Rubkona,WASH,International Organization for Migration,IOM,UN,Feb-25
Unity,Rubkona,WASH,Solidarités International,SI,INGO,Feb-25
Unity,Rubkona,WASH,TEARFUND,TEARFUND,INGO,Feb-25
Unity,Rubkona,WASH,Women Agency for Resilience and Transformation,WART,NNGO,Feb-25
Upper Nile,Baliet,Education,Community in Need Aid,CINA,NNGO,Feb-25
Upper Nile,Baliet,Education,Finn Church Aid,FCA,INGO,Feb-25
Upper Nile,Baliet,Education,World Vision International,WVI,INGO,Feb-25
Upper Nile,Baliet,Nutrition,Health Link South Sudan,HLSS,NNGO,Feb-25
Upper Nile,Baliet,Protection,Agency for Child Relief Aid,ACRA,NNGO,Feb-25
Upper Nile,Baliet,Protection,Humanitarian and Development Consortium,HDC,NNGO,Feb-25
Upper Nile,Baliet,WASH,World Vision International,WVI,INGO,Feb-25
Upper Nile,Fashoda,Education,Community in Need Aid,CINA,NNGO,Feb-25
Upper Nile,Fashoda,Logistics,World Food Programme,WFP,UN,Feb-25
Upper Nile,Fashoda,Nutrition,International Medical Corps,IMC,INGO,Feb-25
Upper Nile,Fashoda,Protection,Farson for Better Tomorrow,Farson,NNGO,Feb-25
Upper Nile,Fashoda,Protection,Humanitarian and Development Consortium,HDC,NNGO,Feb-25
Upper Nile,Fashoda,Protection,Nile Initiative Development Organization,NIDO,NNGO,Feb-25
Upper Nile,Fashoda,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Upper Nile,Fashoda,WASH,Solidarités International,SI,INGO,Feb-25
Upper Nile,Fashoda,WASH,World Vision International,WVI,INGO,Feb-25
Upper Nile,Longochuk,Nutrition,Relief International,RI,INGO,Feb-25
Upper Nile,Longochuk,Nutrition,United Nations Children's Fund,UNICEF,UN,Feb-25
Upper Nile,Luakpiny/Nasir,Education,Africa Development Aid,ADA,NNGO,Feb-25
Upper Nile,Luakpiny/Nasir,Education,Adventist Development and Relief Agency,ADRA,INGO,Feb-25
Upper Nile,Luakpiny/Nasir,FSL,Community in Need Aid,CINA,NNGO,Feb-25
Upper Nile,Luakpiny/Nasir,Logistics,World Food Programme,WFP,UN,Feb-25
Upper Nile,Luakpiny/Nasir,Nutrition,Nile Hope,Nile Hope,NNGO,Feb-25
Upper Nile,Luakpiny/Nasir,Protection,Community in Need Aid,CINA,NNGO,Feb-25
Upper Nile,Luakpiny/Nasir,SNFI,HealthCare Foundation Organization,HFO-SS,NNGO,Feb-25
Upper Nile,Luakpiny/Nasir,SNFI,Norwegian Refugee Council,NRC,INGO,Feb-25
Upper Nile,Luakpiny/Nasir,WASH,Africa Development Aid,ADA,NNGO,Feb-25
Upper Nile,Luakpiny/Nasir,WASH,HealthCare Foundation Organization,HFO-SS,NNGO,Feb-25
Upper Nile,Maban,Education,ACT Alliance / Lutheran World Federation,ACT Alliance/LWF,INGO,Feb-25
Upper Nile,Maban,Education,Community in Need Aid,CINA,NNGO,Feb-25
Upper Nile,Maban,FSL,Community Support Initiative,CSI,NNGO,Feb-25
Upper Nile,Maban,FSL,Relief International,RI,INGO,Feb-25
Upper Nile,Maban,FSL,Samaritan's Purse,SP,INGO,Feb-25
Upper Nile,Maban,FSL,World Food Programme,WFP,UN,Feb-25
Upper Nile,Maban,Health,International Rescue Committee,IRC,INGO,Feb-25
Upper Nile,Maban,Logistics,World Food Programme,WFP,UN,Feb-25
Upper Nile,Maban,Nutrition,International Rescue Committee,IRC,INGO,Feb-25
Upper Nile,Maban,Protection,Group 4 Securicor,G4S,INGO,Feb-25
Upper Nile,Maban,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Upper Nile,Maiwut,Logistics,World Food Programme,WFP,UN,Feb-25
Upper Nile,Maiwut,Nutrition,Relief International,RI,INGO,Feb-25
Upper Nile,Maiwut,Nutrition,United Nations Children's Fund,UNICEF,UN,Feb-25
Upper Nile,Maiwut,Protection,Agency for Child Relief Aid,ACRA,NNGO,Feb-25
Upper Nile,Maiwut,Protection,Crisis Resilience Initiative,CRI,NNGO,Feb-25
Upper Nile,Malakal,Education,Community in Need Aid,CINA,NNGO,Feb-25
Upper Nile,Malakal,Education,War Child Holland / Canada,War Child,INGO,Feb-25
Upper Nile,Malakal,FSL,Crisis Resilience Initiative,CRI,NNGO,Feb-25
Upper Nile,Malakal,FSL,Plan International,Plan,INGO,Feb-25
Upper Nile,Malakal,FSL,World Food Programme,WFP,UN,Feb-25
Upper Nile,Malakal,Health,African Relief and Development Foundation,ARDF,NNGO,Feb-25
Upper Nile,Malakal,Health,International Medical Corps,IMC,INGO,Feb-25
Upper Nile,Malakal,Health,International Organization for Migration,IOM,UN,Feb-25
Upper Nile,Malakal,Logistics,International Organization for Migration,IOM,UN,Feb-25
Upper Nile,Malakal,Logistics,World Food Programme,WFP,UN,Feb-25
Upper Nile,Malakal,Nutrition,International Medical Corps,IMC,INGO,Feb-25
Upper Nile,Malakal,Protection,Community in Need Aid,CINA,NNGO,Feb-25
Upper Nile,Malakal,Protection,Crisis Resilience Initiative,CRI,NNGO,Feb-25
Upper Nile,Malakal,Protection,Humanitarian and Development Consortium,HDC,NNGO,Feb-25
Upper Nile,Malakal,Protection,Nile Initiative Development Organization,NIDO,NNGO,Feb-25
Upper Nile,Malakal,Protection,Plan International,Plan,INGO,Feb-25
Upper Nile,Malakal,Protection,SafeLane Global,SLG,INGO,Feb-25
Upper Nile,Malakal,Protection,South Sudan Widows and Orphans Charitable Organisation,SSWOCO,NNGO,Feb-25
Upper Nile,Malakal,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Upper Nile,Malakal,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Upper Nile,Malakal,WASH,HealthCare Foundation Organization,HFO-SS,NNGO,Feb-25
Upper Nile,Malakal,WASH,International Organization for Migration,IOM,UN,Feb-25
Upper Nile,Malakal,WASH,Solidarités International,SI,INGO,Feb-25
Upper Nile,Malakal,WASH,World Vision International,WVI,INGO,Feb-25
Upper Nile,Manyo,Education,Community in Need Aid,CINA,NNGO,Feb-25
Upper Nile,Manyo,Health,International Medical Corps,IMC,INGO,Feb-25
Upper Nile,Manyo,Nutrition,International Medical Corps,IMC,INGO,Feb-25
Upper Nile,Manyo,Protection,Humanitarian and Development Consortium,HDC,NNGO,Feb-25
Upper Nile,Melut,Education,War Child Holland / Canada,War Child,INGO,Feb-25
Upper Nile,Melut,Nutrition,Relief International,RI,INGO,Feb-25
Upper Nile,Melut,Nutrition,United Nations Children's Fund,UNICEF,UN,Feb-25
Upper Nile,Melut,Protection,Humanitarian and Development Consortium,HDC,NNGO,Feb-25
Upper Nile,Melut,Protection,South Sudan Widows and Orphans Charitable Organisation,SSWOCO,NNGO,Feb-25
Upper Nile,Panyikang,Nutrition,Health Link South Sudan,HLSS,NNGO,Feb-25
Upper Nile,Panyikang,Nutrition,International Medical Corps,IMC,INGO,Feb-25
Upper Nile,Panyikang,Protection,Agency for Child Relief Aid,ACRA,NNGO,Feb-25
Upper Nile,Panyikang,Protection,Humanitarian and Development Consortium,HDC,NNGO,Feb-25
Upper Nile,Panyikang,SNFI,HealthCare Foundation Organization,HFO-SS,NNGO,Feb-25
Upper Nile,Panyikang,WASH,World Vision International,WVI,INGO,Feb-25
Upper Nile,Renk,CCCM,Agency for Technical Cooperation and Development,ACTED,INGO,Feb-25
Upper Nile,Renk,CCCM,United Nations High Commissioner for Refugees,UNHCR,UN,Feb-25
Upper Nile,Renk,Education,Community in Need Aid,CINA,NNGO,Feb-25
Upper Nile,Renk,Education,Compassionate Institute for Street Children,CIS,NNGO,Feb-25
Upper Nile,Renk,FSL,GOAL,GOAL,INGO,Feb-25
Upper Nile,Renk,FSL,World Food Programme,WFP,UN,Feb-25
Upper Nile,Renk,Health,African Community Health Organization,ACHO,NNGO,Feb-25
Upper Nile,Renk,Health,Compassionate Institute for Street Children,CIS,NNGO,Feb-25
Upper Nile,Renk,Health,International Medical Corps,IMC,INGO,Feb-25
Upper Nile,Renk,Health,International Organization for Migration,IOM,UN,Feb-25
Upper Nile,Renk,Logistics,World Food Programme,WFP,UN,Feb-25
Upper Nile,Renk,Nutrition,GOAL,GOAL,INGO,Feb-25
Upper Nile,Renk,Protection,Africa Development Aid,ADA,NNGO,Feb-25
Upper Nile,Renk,Protection,International Rescue Committee,IRC,INGO,Feb-25
Upper Nile,Renk,Protection,Plan International,Plan,INGO,Feb-25
Upper Nile,Renk,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Upper Nile,Renk,WASH,African Community Health Organization,ACHO,NNGO,Feb-25
Upper Nile,Renk,WASH,Africa Development Aid,ADA,NNGO,Feb-25
Upper Nile,Renk,WASH,International Organization for Migration,IOM,UN,Feb-25
Upper Nile,Renk,WASH,Malteser International Order of Malta Worldwide Relief,Malteser,INGO,Feb-25
Upper Nile,Renk,WASH,Norwegian Refugee Council,NRC,INGO,Feb-25
Upper Nile,Renk,WASH,Solidarités International,SI,INGO,Feb-25
Upper Nile,Renk,WASH,United Nations Children's Fund,UNICEF,UN,Feb-25
Upper Nile,Renk,WASH,World Vision International,WVI,INGO,Feb-25
Upper Nile,Ulang,Education,Community in Need Aid,CINA,NNGO,Feb-25
Upper Nile,Ulang,Logistics,World Food Programme,WFP,UN,Feb-25
Upper Nile,Ulang,Nutrition,Nile Hope,Nile Hope,NNGO,Feb-25
Upper Nile,Ulang,Protection,Agency for Child Relief Aid,ACRA,NNGO,Feb-25
Upper Nile,Ulang,Protection,Nonviolent Peaceforce,NP,INGO,Feb-25
Upper Nile,Ulang,WASH,HealthCare Foundation Organization,HFO-SS,NNGO,Feb-25
Warrap,Gogrial East,Logistics,World Food Programme,WFP,UN,Feb-25
Warrap,Gogrial East,Nutrition,World Vision International,WVI,INGO,Feb-25
Warrap,Gogrial East,Nutrition,World Vision South Sudan,WVSS,INGO,Feb-25
Warrap,Gogrial East,Protection,Group 4 Securicor,G4S,INGO,Feb-25
Warrap,Gogrial East,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Warrap,Gogrial West,Education,Universal Network for Knowledge and Empowerment Agency,UNKEA,NNGO,Feb-25
Warrap,Gogrial West,Nutrition,Action Against Hunger,ACF,INGO,Feb-25
Warrap,Gogrial West,Protection,Group 4 Securicor,G4S,INGO,Feb-25
Warrap,Gogrial West,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Warrap,Gogrial West,Protection,Women for Change,WFC,NNGO,Feb-25
Warrap,Gogrial West,WASH,Action Against Hunger,ACF,INGO,Feb-25
Warrap,Gogrial West,WASH,ZOA Dorcas South Sudan,ZOA,INGO,Feb-25
Warrap,Tonj East,Nutrition,Amref Health Africa,AMREF,INGO,Feb-25
Warrap,Tonj North,Education,Finn Church Aid,FCA,INGO,Feb-25
Warrap,Tonj North,Education,Help a Child International,HaC,INGO,Feb-25
Warrap,Tonj North,Education,World Vision International,WVI,INGO,Feb-25
Warrap,Tonj North,FSL,World Vision International,WVI,INGO,Feb-25
Warrap,Tonj North,Logistics,World Food Programme,WFP,UN,Feb-25
Warrap,Tonj North,Nutrition,Amref Health Africa,AMREF,INGO,Feb-25
Warrap,Tonj North,Nutrition,Islamic Relief Worldwide,IRW,INGO,Feb-25
Warrap,Tonj North,Nutrition,World Vision International,WVI,INGO,Feb-25
Warrap,Tonj North,Nutrition,World Vision South Sudan,WVSS,INGO,Feb-25
Warrap,Tonj North,Protection,Group 4 Securicor,G4S,INGO,Feb-25
Warrap,Tonj North,Protection,Plan International,Plan,INGO,Feb-25
Warrap,Tonj North,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Warrap,Tonj North,WASH,ZOA Dorcas South Sudan,ZOA,INGO,Feb-25
Warrap,Tonj South,FSL,FARM STEW South Sudan,FS-SS,INGO,Feb-25
Warrap,Tonj South,Nutrition,Amref Health Africa,AMREF,INGO,Feb-25
Warrap,Twic,CCCM,International Organization for Migration,IOM,UN,Feb-25
Warrap,Twic,FSL,Compassionate Institute for Street Children,CIS,NNGO,Feb-25
Warrap,Twic,FSL,GOAL,GOAL,INGO,Feb-25
Warrap,Twic,Nutrition,GOAL,GOAL,INGO,Feb-25
Warrap,Twic,Protection,Group 4 Securicor,G4S,INGO,Feb-25
Warrap,Twic,Protection,Gender Empowerment for All of South Sudan,GEA,NNGO,Feb-25
Warrap,Twic,Protection,The Organisation for Children's Harmony,TOCH,NNGO,Feb-25
Warrap,Twic,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Warrap,Twic,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Western Bahr el Ghazal,Jur River,FSL,Aid Support Community Organization,ASCO,NNGO,Feb-25
Western Bahr el Ghazal,Jur River,FSL,FARM STEW South Sudan,FS-SS,INGO,Feb-25
Western Bahr el Ghazal,Jur River,Protection,Hold the Child Organisation,HCO,NNGO,Feb-25
Western Bahr el Ghazal,Jur River,Protection,SafeLane Global,SLG,INGO,Feb-25
Western Bahr el Ghazal,Jur River,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Western Bahr el Ghazal,Jur River,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Western Bahr el Ghazal,Jur River,WASH,Centre for Emergency and Development Support,CEDS,NNGO,Feb-25
Western Bahr el Ghazal,Jur River,WASH,Malteser International Order of Malta Worldwide Relief,Malteser,INGO,Feb-25
Western Bahr el Ghazal,Jur River,WASH,United Nations Children's Fund,UNICEF,UN,Feb-25
Western Bahr el Ghazal,Raja,FSL,Aid Support Community Organization,ASCO,NNGO,Feb-25
Western Bahr el Ghazal,Raja,Protection,Community in Need Aid,CINA,NNGO,Feb-25
Western Bahr el Ghazal,Raja,Protection,Hold the Child Organisation,HCO,NNGO,Feb-25
Western Bahr el Ghazal,Raja,Protection,Rural Development Action Aid,RDAA,NNGO,Feb-25
Western Bahr el Ghazal,Raja,Protection,SafeLane Global,SLG,INGO,Feb-25
Western Bahr el Ghazal,Raja,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Western Bahr el Ghazal,Raja,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Western Bahr el Ghazal,Raja,WASH,Malteser International Order of Malta Worldwide Relief,Malteser,INGO,Feb-25
Western Bahr el Ghazal,Raja,WASH,Peace and Development Partners,PDP,NNGO,Feb-25
Western Bahr el Ghazal,Wau,CCCM,International Organization for Migration,IOM,UN,Feb-25
Western Bahr el Ghazal,Wau,Education,Aid Support Community Organization,ASCO,NNGO,Feb-25
Western Bahr el Ghazal,Wau,Education,Help a Child International,HaC,INGO,Feb-25
Western Bahr el Ghazal,Wau,Education,United Nations Children's Fund,UNICEF,UN,Feb-25
Western Bahr el Ghazal,Wau,FSL,Aid Support Community Organization,ASCO,NNGO,Feb-25
Western Bahr el Ghazal,Wau,FSL,NEW HOPE WORLD WIDE,NHW,NNGO,Feb-25
Western Bahr el Ghazal,Wau,Health,International Organization for Migration,IOM,UN,Feb-25
Western Bahr el Ghazal,Wau,Logistics,International Organization for Migration,IOM,UN,Feb-25
Western Bahr el Ghazal,Wau,Logistics,World Food Programme,WFP,UN,Feb-25
Western Bahr el Ghazal,Wau,Nutrition,Islamic Relief Worldwide,IRW,INGO,Feb-25
Western Bahr el Ghazal,Wau,Protection,Hold the Child Organisation,HCO,NNGO,Feb-25
Western Bahr el Ghazal,Wau,Protection,Norwegian Refugee Council,NRC,INGO,Feb-25
Western Bahr el Ghazal,Wau,Protection,SafeLane Global,SLG,INGO,Feb-25
Western Bahr el Ghazal,Wau,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Western Bahr el Ghazal,Wau,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Western Bahr el Ghazal,Wau,WASH,Malteser International Order of Malta Worldwide Relief,Malteser,INGO,Feb-25
Western Bahr el Ghazal,Wau,WASH,ZOA Dorcas South Sudan,ZOA,INGO,Feb-25
Western Equatoria,Ezo,Health,World Vision International,WVI,INGO,Feb-25
Western Equatoria,Ezo,Nutrition,Catholic Medical Missons Board,CMMB,INGO,Feb-25
Western Equatoria,Ezo,Nutrition,United Nations Children's Fund,UNICEF,UN,Feb-25
Western Equatoria,Ezo,WASH,Building Bridges for Change,BB4C,NNGO,Feb-25
Western Equatoria,Ezo,WASH,LM International South Sudan,LMI-SS,INGO,Feb-25
Western Equatoria,Ezo,WASH,The Rescue Mission,TERM,INGO,Feb-25
Western Equatoria,Ibba,WASH,South Sudan Red Cross,SSRC,NNGO,Feb-25
Western Equatoria,Maridi,FSL,FARM STEW South Sudan,FS-SS,INGO,Feb-25
Western Equatoria,Maridi,WASH,South Sudan Red Cross,SSRC,NNGO,Feb-25
Western Equatoria,Mundri East,Protection,Nonviolent Peaceforce,NP,INGO,Feb-25
Western Equatoria,Mundri East,Protection,SafeLane Global,SLG,INGO,Feb-25
Western Equatoria,Mundri East,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Western Equatoria,Mundri West,Logistics,World Food Programme,WFP,UN,Feb-25
Western Equatoria,Mundri West,Protection,Group 4 Securicor,G4S,INGO,Feb-25
Western Equatoria,Mundri West,Protection,Nonviolent Peaceforce,NP,INGO,Feb-25
Western Equatoria,Mundri West,Protection,United Nations Mine Action Service,UNMAS,UN,Feb-25
Western Equatoria,Mvolo,Logistics,World Food Programme,WFP,UN,Feb-25
Western Equatoria,Mvolo,Nutrition,Catholic Medical Missons Board,CMMB,INGO,Feb-25
Western Equatoria,Mvolo,Nutrition,United Nations Children's Fund,UNICEF,UN,Feb-25
Western Equatoria,Nagero,Health,World Vision International,WVI,INGO,Feb-25
Western Equatoria,Nagero,Nutrition,Catholic Medical Missons Board,CMMB,INGO,Feb-25
Western Equatoria,Nagero,Nutrition,United Nations Children's Fund,UNICEF,UN,Feb-25
Western Equatoria,Nzara,Education,Rural Development Action Aid,RDAA,NNGO,Feb-25
Western Equatoria,Nzara,Nutrition,Catholic Medical Missons Board,CMMB,INGO,Feb-25
Western Equatoria,Nzara,Nutrition,United Nations Children's Fund,UNICEF,UN,Feb-25
Western Equatoria,Nzara,Protection,Rural Development Action Aid,RDAA,NNGO,Feb-25
Western Equatoria,Tambura,Health,World Vision International,WVI,INGO,Feb-25
Western Equatoria,Tambura,Nutrition,Catholic Medical Missons Board,CMMB,INGO,Feb-25
Western Equatoria,Tambura,Nutrition,United Nations Children's Fund,UNICEF,UN,Feb-25
Western Equatoria,Tambura,Protection,Community in Need Aid,CINA,NNGO,Feb-25
Western Equatoria,Tambura,Protection,Save Lives Initiative Sout Sudan,SLI,NNGO,Feb-25
Western Equatoria,Tambura,Protection,United Nations Children's Fund,UNICEF,UN,Feb-25
Western Equatoria,Tambura,Protection,World Vision International,WVI,INGO,Feb-25
Western Equatoria,Yambio,Education,Community Skills Development,CSD,NNGO,Feb-25
